f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,y,explanation
0,1,0,0,1,0,1,0,1,0,0,0,0,"['f3', 'f4', 'f6', 'f8', 'f10']"
0,0,1,1,0,1,0,1,0,0,0,0,0,"['f9', 'f10']"
0,1,1,1,1,0,0,1,1,1,0,1,0,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,1,0,0,1,0,0,1,0,1,1,0,"['f7', 'f8', 'f10']"
1,0,1,1,1,0,0,1,0,0,1,0,0,"['f9', 'f10']"
1,0,1,0,1,0,1,0,1,0,0,0,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,1,0,1,0,1,1,0,0,0,1,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,0,1,0,1,1,1,1,1,0,0,"['f1', 'f2', 'f4', 'f6', 'f8', 'f9', 'f10']"
1,0,1,0,1,0,1,0,0,0,1,0,0,"['f9', 'f10']"
1,1,1,1,0,0,1,0,1,1,0,0,1,"['f5', 'f6', 'f8', 'f10']"
1,0,1,0,1,0,1,1,1,1,0,1,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
0,1,1,0,1,1,1,1,0,1,1,1,1,"['f9', 'f10']"
0,1,0,1,1,1,0,0,0,0,1,0,0,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,1,0,0,1,0,0,0,1,0,0,1,"['f7', 'f8', 'f9', 'f10']"
0,1,1,1,1,1,1,0,1,1,1,1,0,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,1,0,0,0,0,0,0,0,1,0,0,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,1,0,1,1,0,1,0,1,0,1,1,"['f9', 'f10']"
1,1,1,0,1,1,0,1,1,1,0,1,0,"['f7', 'f8', 'f9', 'f10']"
0,1,1,0,0,1,1,1,1,1,0,0,1,"['f5', 'f6', 'f7', 'f8', 'f10']"
1,1,1,1,0,0,0,0,1,1,1,0,1,"['f5', 'f6', 'f7', 'f8', 'f10']"
1,0,1,1,0,0,0,0,0,0,0,1,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,1,1,1,1,1,1,1,1,1,0,"['f1', 'f2', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
0,1,1,1,0,1,0,1,0,1,1,0,1,"['f9', 'f10']"
1,1,1,1,0,0,1,0,0,0,0,0,0,"['f5', 'f6', 'f8', 'f9', 'f10']"
0,0,0,1,0,0,0,1,1,0,1,0,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,0,0,0,0,1,0,0,0,0,0,"['f9', 'f10']"
1,0,1,1,0,1,0,0,1,1,0,0,1,"['f7', 'f8', 'f10']"
0,1,1,0,1,1,0,1,0,1,1,1,1,"['f9', 'f10']"
0,0,0,0,1,0,0,1,0,1,0,0,1,"['f9', 'f10']"
0,0,0,1,1,1,1,0,0,0,1,0,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
0,1,1,0,1,1,1,0,0,0,0,1,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
1,1,0,1,1,0,0,1,0,1,0,1,1,"['f9', 'f10']"
0,0,1,1,0,0,1,0,0,0,0,1,0,"['f5', 'f6', 'f8', 'f9', 'f10']"
1,1,1,1,1,1,0,0,0,1,0,0,1,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,0,0,0,1,1,0,0,1,1,1,1,"['f9', 'f10']"
0,0,0,0,0,1,0,0,0,0,1,0,0,"['f7', 'f8', 'f9', 'f10']"
0,0,0,0,1,0,1,1,0,1,1,0,1,"['f9', 'f10']"
0,0,0,1,1,0,0,0,1,0,1,0,0,"['f7', 'f8', 'f10']"
1,1,1,1,1,0,1,1,1,1,0,1,1,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
1,1,1,1,0,1,0,0,1,0,0,1,0,"['f7', 'f8', 'f10']"
1,0,1,1,1,0,0,1,0,1,1,0,1,"['f9', 'f10']"
1,0,0,0,0,0,1,0,0,0,0,0,0,"['f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
1,1,1,0,1,1,1,0,0,0,0,1,0,"['f9', 'f10']"
1,1,0,1,0,0,1,0,0,0,1,1,0,"['f5', 'f6', 'f8', 'f9', 'f10']"
1,0,0,0,1,1,1,1,0,1,1,1,1,"['f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,0,1,0,0,0,1,1,0,0,1,"['f3', 'f4', 'f6', 'f7', 'f8', 'f10']"
0,1,1,0,0,0,1,1,0,1,0,1,1,"['f9', 'f10']"
1,0,0,1,1,1,0,0,1,1,0,1,1,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
1,1,0,0,0,0,0,1,0,1,0,1,1,"['f9', 'f10']"
0,1,0,1,1,1,1,0,1,1,1,0,1,"['f3', 'f4', 'f5', 'f6', 'f8', 'f10']"
1,1,1,0,0,1,1,0,0,1,1,0,1,"['f9', 'f10']"
1,0,1,0,1,0,1,0,1,0,0,1,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,1,0,0,0,0,1,0,0,0,0,"['f5', 'f6', 'f7', 'f8', 'f10']"
1,1,1,1,0,1,0,0,1,1,0,1,1,"['f7', 'f8', 'f10']"
0,1,0,0,0,0,1,1,1,0,0,0,1,"['f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
0,1,1,1,0,1,0,1,1,1,1,1,0,"['f7', 'f8', 'f9', 'f10']"
0,1,0,1,1,0,0,0,1,1,1,1,1,"['f7', 'f8', 'f10']"
0,0,0,1,0,1,0,0,0,0,0,0,0,"['f7', 'f8', 'f9', 'f10']"
1,0,1,1,1,1,1,0,1,1,1,0,0,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,0,1,0,1,1,0,1,0,0,1,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,0,0,0,0,1,1,1,0,1,1,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
1,1,1,0,0,0,0,0,0,1,1,1,1,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,0,1,0,1,0,0,0,1,1,0,"['f3', 'f4', 'f6', 'f8', 'f9', 'f10']"
0,0,1,1,0,1,1,1,1,0,0,1,0,"['f5', 'f6', 'f7', 'f8', 'f10']"
0,1,0,1,1,1,1,1,1,0,1,1,1,"['f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
1,0,0,0,1,0,1,0,1,0,0,0,0,"['f3', 'f4', 'f6', 'f8', 'f10']"
1,0,1,1,0,0,1,0,1,1,0,0,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f10']"
1,1,1,0,1,0,1,0,1,0,0,0,0,"['f1', 'f2', 'f4', 'f6', 'f8', 'f10']"
1,0,1,0,1,0,1,1,1,1,0,0,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
0,1,0,0,1,0,1,0,1,1,1,0,1,"['f3', 'f4', 'f6', 'f8', 'f10']"
0,0,0,0,0,0,1,1,0,1,0,1,1,"['f9', 'f10']"
1,1,1,0,0,0,1,1,1,0,0,0,1,"['f1', 'f2', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
1,1,1,1,0,0,0,1,1,0,1,1,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,0,0,0,0,1,1,0,0,0,1,0,"['f9', 'f10']"
0,0,1,1,1,1,1,0,1,0,1,1,0,"['f1', 'f2', 'f4', 'f5', 'f6', 'f8', 'f10']"
1,1,0,1,1,0,0,0,1,1,0,0,1,"['f7', 'f8', 'f10']"
1,1,0,1,0,0,1,1,0,0,1,0,0,"['f9', 'f10']"
1,1,0,1,0,1,0,0,0,0,0,0,0,"['f7', 'f8', 'f9', 'f10']"
0,0,0,1,1,0,0,1,1,0,1,0,1,"['f7', 'f8', 'f9', 'f10']"
1,1,0,1,1,1,1,0,0,1,1,0,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
0,1,1,1,1,1,0,0,1,0,0,0,0,"['f7', 'f8', 'f10']"
0,0,1,0,1,1,0,0,1,1,0,1,1,"['f7', 'f8', 'f10']"
0,1,0,0,0,0,1,1,1,1,1,0,0,"['f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
0,0,0,1,1,0,1,0,0,0,0,1,0,"['f9', 'f10']"
1,0,1,1,1,0,1,1,1,1,0,0,0,"['f1', 'f2', 'f3', 'f4', 'f6', 'f8', 'f9', 'f10']"
0,1,0,0,0,1,1,0,1,0,0,1,1,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,0,0,1,0,1,0,0,1,0,0,"['f9', 'f10']"
1,1,1,0,1,0,0,0,1,1,1,1,1,"['f1', 'f2', 'f4', 'f6', 'f7', 'f8', 'f10']"
1,1,0,1,0,1,0,1,0,1,1,1,1,"['f9', 'f10']"
1,1,1,1,0,1,1,0,0,0,1,1,0,"['f9', 'f10']"
0,1,0,1,1,1,1,1,0,1,0,1,1,"['f9', 'f10']"
1,0,1,0,1,0,1,0,1,0,1,0,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,0,1,1,1,1,0,1,1,1,1,1,"['f3', 'f4', 'f5', 'f6', 'f8', 'f10']"
0,0,0,1,1,1,0,0,0,1,1,0,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,1,0,0,0,0,0,0,1,1,0,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,0,0,1,0,1,1,1,0,1,0,1,"['f3', 'f4', 'f6', 'f8', 'f9', 'f10']"
0,1,0,1,0,0,0,1,1,1,1,1,0,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,0,1,1,0,0,1,0,1,1,1,1,"['f9', 'f10']"
1,1,0,1,1,0,1,0,1,0,0,1,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,0,1,1,0,1,0,1,1,1,1,"['f9', 'f10']"
0,0,1,0,1,1,1,1,0,0,0,1,0,"['f1', 'f2', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,1,1,0,1,0,1,1,0,0,1,1,"['f7', 'f8', 'f9', 'f10']"
1,1,1,0,0,0,0,0,1,1,1,1,1,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
0,0,0,0,1,1,1,1,1,1,0,1,1,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f10']"
1,0,0,1,0,0,1,1,0,0,0,0,0,"['f9', 'f10']"
1,1,1,0,0,0,0,0,0,0,0,1,0,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,1,1,0,0,1,0,1,0,1,0,0,"['f5', 'f6', 'f8', 'f10']"
1,0,0,1,0,1,0,0,1,0,0,0,0,"['f7', 'f8', 'f10']"
1,0,1,1,1,1,0,1,0,1,1,1,1,"['f9', 'f10']"
0,1,1,0,0,0,0,0,0,1,1,0,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,0,0,1,0,0,1,0,0,1,0,0,"['f9', 'f10']"
1,0,0,0,0,0,0,1,0,1,1,1,1,"['f9', 'f10']"
1,0,0,0,0,1,0,1,1,1,0,0,0,"['f7', 'f8', 'f9', 'f10']"
0,0,0,1,0,1,1,0,1,0,1,0,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,1,0,0,1,0,1,1,1,0,1,"['f5', 'f6', 'f8', 'f10']"
0,1,0,0,1,0,1,1,0,0,0,0,0,"['f9', 'f10']"
0,0,0,0,1,0,0,1,1,0,0,0,1,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,0,0,1,1,1,1,0,0,0,0,0,"['f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,0,0,1,0,0,1,0,1,1,0,"['f7', 'f8', 'f10']"
1,0,0,1,1,1,1,0,1,1,1,0,1,"['f3', 'f4', 'f5', 'f6', 'f8', 'f10']"
1,1,1,0,1,0,0,1,0,1,1,0,1,"['f9', 'f10']"
0,1,1,0,1,0,1,0,1,1,0,1,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,1,1,0,0,1,1,1,1,1,0,0,"['f5', 'f6', 'f8', 'f9', 'f10']"
0,1,0,0,0,0,0,1,1,0,1,1,1,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,1,0,0,1,1,0,1,0,0,1,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,0,1,1,1,1,1,0,1,0,0,"['f1', 'f2', 'f4', 'f6', 'f7', 'f8', 'f10']"
1,1,1,1,0,1,1,0,1,1,0,1,0,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,1,1,1,1,1,0,1,0,0,1,"['f9', 'f10']"
0,1,1,0,0,0,1,1,1,1,0,1,0,"['f5', 'f6', 'f8', 'f9', 'f10']"
0,1,1,1,0,0,1,0,0,1,1,0,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
0,1,1,0,0,1,1,0,1,0,0,1,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,1,1,1,0,0,1,1,1,0,1,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
1,0,0,1,1,1,0,1,0,0,0,1,0,"['f9', 'f10']"
0,1,0,1,0,1,1,0,1,1,0,1,0,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,1,1,1,1,1,1,1,0,0,0,"['f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
1,1,1,1,0,0,1,1,0,1,0,1,1,"['f9', 'f10']"
0,1,1,0,1,1,0,1,0,1,0,0,1,"['f9', 'f10']"
1,0,0,0,1,1,1,0,0,0,0,0,0,"['f9', 'f10']"
1,1,0,0,1,0,1,1,0,1,0,0,1,"['f9', 'f10']"
0,1,1,1,0,1,0,0,1,0,1,1,0,"['f7', 'f8', 'f10']"
0,0,1,1,0,0,1,0,1,0,0,1,0,"['f5', 'f6', 'f8', 'f10']"
1,0,0,0,0,1,1,0,1,0,0,0,1,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,0,0,0,1,0,0,1,0,0,1,0,"['f7', 'f8', 'f10']"
1,0,1,0,0,0,1,0,1,0,1,1,0,"['f5', 'f6', 'f8', 'f10']"
0,1,0,1,0,0,0,0,0,0,1,1,0,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,0,0,0,0,1,1,0,1,1,1,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,0,0,1,0,1,1,1,0,0,0,"['f7', 'f8', 'f9', 'f10']"
1,0,1,0,1,1,1,0,1,1,1,1,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f10']"
0,1,0,0,1,0,0,1,0,1,0,1,1,"['f9', 'f10']"
0,0,0,1,1,0,1,1,0,1,1,0,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,1,0,0,1,0,0,1,0,1,1,0,"['f7', 'f8', 'f10']"
1,1,0,0,1,0,1,0,1,0,1,0,0,"['f1', 'f2', 'f3', 'f4', 'f6', 'f8', 'f10']"
1,1,0,1,1,1,1,1,1,0,0,1,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
1,0,1,0,1,1,0,0,1,1,1,1,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
1,0,1,0,0,1,1,1,1,0,1,1,0,"['f5', 'f6', 'f7', 'f8', 'f10']"
1,0,1,1,0,0,0,1,1,0,0,0,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,0,0,0,0,0,1,0,0,1,1,0,"['f9', 'f10']"
0,0,0,1,0,0,1,1,0,1,0,1,1,"['f9', 'f10']"
0,0,0,1,1,1,0,0,0,0,1,0,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,0,1,1,1,1,1,1,1,0,1,"['f3', 'f4', 'f6', 'f7', 'f8', 'f10']"
0,0,1,0,1,0,0,0,0,0,0,1,0,"['f1', 'f2', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,0,1,0,1,1,0,0,1,0,1,1,"['f9', 'f10']"
0,0,0,1,1,0,1,1,0,0,1,0,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,1,1,0,0,1,1,1,1,0,1,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
0,1,0,1,1,0,1,0,1,1,0,1,0,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,1,1,0,0,1,0,0,1,1,1,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
1,1,1,1,1,1,0,1,0,0,0,1,0,"['f9', 'f10']"
1,0,0,1,1,1,1,1,0,1,1,1,1,"['f9', 'f10']"
1,0,1,1,1,0,1,0,0,0,0,0,0,"['f1', 'f2', 'f3', 'f4', 'f6', 'f8', 'f9', 'f10']"
1,1,0,0,1,1,0,0,1,1,1,0,1,"['f7', 'f8', 'f10']"
1,1,0,1,0,1,1,0,1,1,0,0,0,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,1,1,0,0,0,0,1,1,0,0,1,"['f5', 'f6', 'f7', 'f8', 'f10']"
1,0,1,0,0,0,1,1,0,0,0,0,0,"['f9', 'f10']"
1,1,0,0,1,1,0,0,0,0,1,0,0,"['f7', 'f8', 'f9', 'f10']"
1,1,0,0,1,1,1,0,1,1,1,0,0,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,1,0,1,0,0,1,1,1,0,1,0,"['f7', 'f8', 'f9', 'f10']"
0,1,1,1,1,0,1,1,1,1,1,0,0,"['f1', 'f2', 'f3', 'f4', 'f6', 'f8', 'f9', 'f10']"
1,0,1,1,1,1,1,0,1,1,1,1,0,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,0,1,0,0,0,0,0,1,0,0,"['f1', 'f2', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,1,1,0,1,1,1,1,0,0,1,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
1,0,0,1,1,0,0,1,0,0,1,1,0,"['f9', 'f10']"
0,0,1,0,0,1,1,0,0,1,1,0,1,"['f9', 'f10']"
0,1,0,1,0,0,0,0,0,1,1,1,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,1,1,1,1,1,0,1,1,0,1,0,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,1,1,0,1,1,1,0,0,0,0,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
1,1,0,0,0,1,0,1,0,0,1,1,0,"['f9', 'f10']"
1,1,0,0,1,1,1,0,0,0,0,0,0,"['f9', 'f10']"
0,1,1,1,1,0,0,0,1,1,0,1,1,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f10']"
1,0,0,0,0,1,1,0,1,0,0,1,1,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,0,0,0,1,0,0,1,1,1,1,1,"['f7', 'f8', 'f10']"
1,0,0,1,1,1,0,1,1,1,1,1,0,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,1,1,0,0,0,0,0,1,0,0,"['f7', 'f8', 'f9', 'f10']"
1,0,1,0,0,0,0,0,1,0,0,1,0,"['f5', 'f6', 'f7', 'f8', 'f10']"
1,1,1,0,1,1,1,1,0,0,0,0,0,"['f1', 'f2', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,0,0,1,1,0,0,1,0,1,1,"['f9', 'f10']"
1,0,0,1,1,1,0,0,1,0,1,1,0,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
1,0,1,0,1,1,0,1,1,1,1,1,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,0,1,1,1,1,1,1,1,1,0,0,"['f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
0,1,1,1,0,1,1,0,0,0,0,1,0,"['f9', 'f10']"
0,1,1,1,0,1,1,0,0,1,0,0,1,"['f9', 'f10']"
0,1,1,0,0,0,0,0,0,0,0,0,0,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,0,1,1,0,1,0,0,1,0,0,1,"['f9', 'f10']"
0,1,1,0,1,1,1,0,0,1,0,1,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
0,0,1,1,0,0,1,1,0,0,0,0,0,"['f9', 'f10']"
1,1,1,0,1,1,1,1,1,0,0,1,0,"['f1', 'f2', 'f4', 'f6', 'f7', 'f8', 'f10']"
1,1,0,0,0,1,1,0,0,0,0,0,0,"['f9', 'f10']"
1,0,1,1,1,1,1,1,0,1,0,1,1,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,1,1,1,1,0,0,1,0,1,1,0,"['f7', 'f8', 'f10']"
1,0,0,0,0,1,0,0,0,0,1,1,0,"['f7', 'f8', 'f9', 'f10']"
1,0,1,0,1,0,1,1,1,1,1,0,1,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
0,0,1,0,1,0,0,0,1,1,0,0,1,"['f1', 'f2', 'f4', 'f6', 'f7', 'f8', 'f10']"
0,0,1,0,0,1,0,1,1,0,0,1,1,"['f7', 'f8', 'f9', 'f10']"
0,0,1,0,1,1,1,1,1,0,1,1,0,"['f1', 'f2', 'f4', 'f6', 'f7', 'f8', 'f10']"
1,1,1,0,0,0,1,1,0,0,0,0,0,"['f9', 'f10']"
1,1,0,1,1,1,1,1,0,1,1,1,1,"['f9', 'f10']"
1,0,1,0,1,0,0,1,1,1,1,1,0,"['f7', 'f8', 'f9', 'f10']"
0,1,1,0,0,1,0,1,0,0,1,1,0,"['f9', 'f10']"
0,1,0,1,0,0,1,1,0,0,0,0,0,"['f9', 'f10']"
1,0,0,1,1,1,1,0,1,1,0,1,1,"['f3', 'f4', 'f5', 'f6', 'f8', 'f10']"
0,0,1,0,0,0,1,1,1,0,0,0,1,"['f1', 'f2', 'f4', 'f5', 'f6', 'f8', 'f9', 'f10']"
1,0,1,1,1,1,1,0,1,0,0,0,1,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,0,1,0,1,0,0,0,0,1,0,"['f3', 'f4', 'f6', 'f8', 'f9', 'f10']"
0,0,1,0,0,0,0,0,1,0,1,1,0,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
1,1,1,0,0,0,0,0,0,0,1,1,0,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,1,1,1,0,0,0,0,0,0,1,0,"['f7', 'f8', 'f9', 'f10']"
0,1,0,0,0,0,0,1,0,1,0,0,1,"['f9', 'f10']"
0,0,1,0,1,0,0,1,0,1,1,0,1,"['f9', 'f10']"
1,1,0,0,1,0,0,0,0,1,0,0,1,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,1,1,0,0,0,1,0,0,1,0,"['f7', 'f8', 'f10']"
1,0,1,1,0,1,1,0,0,1,1,0,1,"['f9', 'f10']"
1,0,0,1,0,0,0,1,1,0,1,1,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,1,0,0,0,0,0,1,0,0,1,0,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f10']"
0,0,1,0,1,1,0,0,0,0,1,1,0,"['f7', 'f8', 'f9', 'f10']"
1,0,1,0,0,0,0,0,1,1,0,0,1,"['f5', 'f6', 'f7', 'f8', 'f10']"
0,1,1,1,0,1,1,0,0,0,1,1,0,"['f9', 'f10']"
1,0,1,0,1,1,0,0,0,0,1,1,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,0,0,0,0,0,1,1,0,0,0,0,0,"['f9', 'f10']"
1,0,0,0,1,0,0,0,0,1,0,0,1,"['f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,1,1,0,1,0,1,1,0,0,0,1,"['f7', 'f8', 'f9', 'f10']"
0,1,0,1,0,0,1,1,0,1,0,0,1,"['f9', 'f10']"
1,1,0,0,1,0,0,0,1,1,0,0,1,"['f1', 'f2', 'f3', 'f4', 'f6', 'f7', 'f8', 'f10']"
1,0,1,1,1,1,0,1,0,1,0,1,1,"['f9', 'f10']"
1,0,0,1,0,0,0,0,0,1,0,1,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,1,1,0,1,0,1,0,1,1,1,1,"['f9', 'f10']"
1,1,1,0,0,1,1,1,0,0,1,0,0,"['f1', 'f2', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,0,0,0,0,1,1,0,1,0,1,1,"['f9', 'f10']"
1,0,0,0,0,0,0,0,0,0,0,1,0,"['f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,0,1,1,1,1,1,0,0,1,0,0,"['f9', 'f10']"
1,1,1,0,1,0,0,0,0,0,1,1,0,"['f1', 'f2', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,0,0,1,1,1,1,0,0,1,0,0,"['f3', 'f4', 'f6', 'f7', 'f8', 'f9', 'f10']"
0,1,1,0,1,1,0,0,0,0,0,1,0,"['f1', 'f2', 'f3', 'f4', 'f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,1,1,1,0,0,1,1,1,0,0,1,1,"['f5', 'f6', 'f8', 'f9', 'f10']"
1,1,0,0,0,0,0,1,0,0,0,0,0,"['f9', 'f10']"
0,1,0,1,1,1,0,1,0,1,1,0,1,"['f9', 'f10']"
0,1,0,1,0,1,1,0,1,0,0,0,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
1,0,1,0,0,1,1,0,1,0,0,0,1,"['f5', 'f6', 'f7', 'f8', 'f9', 'f10']"
